Policy_Sequence,,Q,Tp,Tnp,p,W1,W2,arrival_rate,gamma,Policy_Type,Switch_Index,Full Policy,,,,Tnp,p,Lambda,T,W1,Gamma,,,,,,Tp,Tnp,p,W1,W2,arrival_rate,gamma,,,Tnp,p,Lambda,T,W1,Gamma
"[0, 0, 0, 0, 0, 2]",60.20.316670.5,5,1,6,0.277777778,667,1,0.35,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.316670.6,5,1,6,0.277777778,667,1,0.35,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.316670.7,5,1,6,0.277777778,667,1,0.35,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.316670.8,5,1,6,0.277777778,667,1,0.35,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.316670.9,5,1,6,0.277777778,667,1,0.35,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.416670,5,1,6,0.277777778,667,1,0.475,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.416670.1,5,1,6,0.277777778,667,1,0.475,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.416670.2,5,1,6,0.277777778,667,1,0.475,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.416670.3,5,1,6,0.277777778,667,1,0.475,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.416670.4,5,1,6,0.277777778,667,1,0.475,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.416670.5,5,1,6,0.277777778,667,1,0.475,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.416670.6,5,1,6,0.277777778,667,1,0.475,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.416670.7,5,1,6,0.277777778,667,1,0.475,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.416670.8,5,1,6,0.277777778,667,1,0.475,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.416670.9,5,1,6,0.277777778,667,1,0.475,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.616670,5,1,6,0.277777778,667,1,0.6,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.616670.1,5,1,6,0.277777778,667,1,0.6,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.616670.2,5,1,6,0.277777778,667,1,0.6,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.616670.3,5,1,6,0.277777778,667,1,0.6,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.616670.4,5,1,6,0.277777778,667,1,0.6,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.616670.5,5,1,6,0.277777778,667,1,0.6,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.616670.6,5,1,6,0.277777778,667,1,0.6,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.616670.7,5,1,6,0.277777778,667,1,0.6,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.616670.8,5,1,6,0.277777778,667,1,0.6,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.616670.9,5,1,6,0.277777778,667,1,0.6,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.117780,5,1,6,0.277777778,778,1,0.1,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.117780.1,5,1,6,0.277777778,778,1,0.1,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.117780.2,5,1,6,0.277777778,778,1,0.1,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.117780.3,5,1,6,0.277777778,778,1,0.1,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.117780.4,5,1,6,0.277777778,778,1,0.1,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.117780.5,5,1,6,0.277777778,778,1,0.1,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.117780.6,5,1,6,0.277777778,778,1,0.1,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.117780.7,5,1,6,0.277777778,778,1,0.1,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.117780.8,5,1,6,0.277777778,778,1,0.1,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.117780.9,5,1,6,0.277777778,778,1,0.1,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.217780,5,1,6,0.277777778,778,1,0.225,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.217780.1,5,1,6,0.277777778,778,1,0.225,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.217780.2,5,1,6,0.277777778,778,1,0.225,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.217780.3,5,1,6,0.277777778,778,1,0.225,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.217780.4,5,1,6,0.277777778,778,1,0.225,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.217780.5,5,1,6,0.277777778,778,1,0.225,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.217780.6,5,1,6,0.277777778,778,1,0.225,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.217780.7,5,1,6,0.277777778,778,1,0.225,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.217780.8,5,1,6,0.277777778,778,1,0.225,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.217780.9,5,1,6,0.277777778,778,1,0.225,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.317780,5,1,6,0.277777778,778,1,0.35,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.317780.1,5,1,6,0.277777778,778,1,0.35,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.317780.2,5,1,6,0.277777778,778,1,0.35,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.317780.3,5,1,6,0.277777778,778,1,0.35,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.317780.4,5,1,6,0.277777778,778,1,0.35,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.317780.5,5,1,6,0.277777778,778,1,0.35,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.317780.6,5,1,6,0.277777778,778,1,0.35,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.317780.7,5,1,6,0.277777778,778,1,0.35,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.317780.8,5,1,6,0.277777778,778,1,0.35,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.317780.9,5,1,6,0.277777778,778,1,0.35,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.417780,5,1,6,0.277777778,778,1,0.475,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.417780.1,5,1,6,0.277777778,778,1,0.475,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.417780.2,5,1,6,0.277777778,778,1,0.475,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.417780.3,5,1,6,0.277777778,778,1,0.475,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.417780.4,5,1,6,0.277777778,778,1,0.475,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.417780.5,5,1,6,0.277777778,778,1,0.475,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.417780.6,5,1,6,0.277777778,778,1,0.475,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.417780.7,5,1,6,0.277777778,778,1,0.475,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.417780.8,5,1,6,0.277777778,778,1,0.475,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.417780.9,5,1,6,0.277777778,778,1,0.475,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.617780,5,1,6,0.277777778,778,1,0.6,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.617780.1,5,1,6,0.277777778,778,1,0.6,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.617780.2,5,1,6,0.277777778,778,1,0.6,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.617780.3,5,1,6,0.277777778,778,1,0.6,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.617780.4,5,1,6,0.277777778,778,1,0.6,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.617780.5,5,1,6,0.277777778,778,1,0.6,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.617780.6,5,1,6,0.277777778,778,1,0.6,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.617780.7,5,1,6,0.277777778,778,1,0.6,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.617780.8,5,1,6,0.277777778,778,1,0.6,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.617780.9,5,1,6,0.277777778,778,1,0.6,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.118890,5,1,6,0.277777778,889,1,0.1,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.118890.1,5,1,6,0.277777778,889,1,0.1,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.118890.2,5,1,6,0.277777778,889,1,0.1,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.118890.3,5,1,6,0.277777778,889,1,0.1,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.118890.4,5,1,6,0.277777778,889,1,0.1,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.118890.5,5,1,6,0.277777778,889,1,0.1,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.118890.6,5,1,6,0.277777778,889,1,0.1,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.118890.7,5,1,6,0.277777778,889,1,0.1,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.118890.8,5,1,6,0.277777778,889,1,0.1,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.118890.9,5,1,6,0.277777778,889,1,0.1,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.218890,5,1,6,0.277777778,889,1,0.225,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.218890.1,5,1,6,0.277777778,889,1,0.225,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.218890.2,5,1,6,0.277777778,889,1,0.225,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.218890.3,5,1,6,0.277777778,889,1,0.225,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.218890.4,5,1,6,0.277777778,889,1,0.225,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.218890.5,5,1,6,0.277777778,889,1,0.225,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.218890.6,5,1,6,0.277777778,889,1,0.225,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.218890.7,5,1,6,0.277777778,889,1,0.225,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.218890.8,5,1,6,0.277777778,889,1,0.225,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.218890.9,5,1,6,0.277777778,889,1,0.225,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.318890,5,1,6,0.277777778,889,1,0.35,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.318890.1,5,1,6,0.277777778,889,1,0.35,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.318890.2,5,1,6,0.277777778,889,1,0.35,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.318890.3,5,1,6,0.277777778,889,1,0.35,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.318890.4,5,1,6,0.277777778,889,1,0.35,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.318890.5,5,1,6,0.277777778,889,1,0.35,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.318890.6,5,1,6,0.277777778,889,1,0.35,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.318890.7,5,1,6,0.277777778,889,1,0.35,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.318890.8,5,1,6,0.277777778,889,1,0.35,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.318890.9,5,1,6,0.277777778,889,1,0.35,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.418890,5,1,6,0.277777778,889,1,0.475,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.418890.1,5,1,6,0.277777778,889,1,0.475,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.418890.2,5,1,6,0.277777778,889,1,0.475,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.418890.3,5,1,6,0.277777778,889,1,0.475,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.418890.4,5,1,6,0.277777778,889,1,0.475,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.418890.5,5,1,6,0.277777778,889,1,0.475,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.418890.6,5,1,6,0.277777778,889,1,0.475,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.418890.7,5,1,6,0.277777778,889,1,0.475,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.418890.8,5,1,6,0.277777778,889,1,0.475,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.418890.9,5,1,6,0.277777778,889,1,0.475,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.618890,5,1,6,0.277777778,889,1,0.6,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.618890.1,5,1,6,0.277777778,889,1,0.6,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.618890.2,5,1,6,0.277777778,889,1,0.6,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",60.20.618890.3,5,1,6,0.277777778,889,1,0.6,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
